DEPARTURES_PERFORMED,PASSENGERS,DISTANCE,UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
0.00,0.00,0.00,7H,10299,ANC,10299,ANC,10
0.00,0.00,8.00,7N,14493,RDV,14880,SLQ,1
0.00,0.00,8.00,7N,14493,RDV,14880,SLQ,2
0.00,0.00,8.00,7N,14493,RDV,14880,SLQ,3
0.00,0.00,8.00,7N,14493,RDV,14880,SLQ,5
0.00,0.00,8.00,7N,14493,RDV,14880,SLQ,10
0.00,0.00,8.00,7N,14493,RDV,14880,SLQ,12
0.00,0.00,10.00,7N,10304,ANI,10996,CHU,1
0.00,0.00,10.00,7N,10304,ANI,10996,CHU,2
0.00,0.00,10.00,7N,10304,ANI,10996,CHU,3
0.00,0.00,10.00,7N,10304,ANI,10996,CHU,5
0.00,0.00,10.00,7N,10304,ANI,10996,CHU,10
0.00,0.00,10.00,7N,10304,ANI,10996,CHU,12
0.00,0.00,11.00,MQ,12478,JFK,12953,LGA,1
0.00,0.00,11.00,US,12478,JFK,12953,LGA,2
0.00,0.00,16.00,S5,13930,ORD,13232,MDW,3
0.00,0.00,18.00,7N,10313,ANV,12676,KGX,1
0.00,0.00,18.00,7N,10313,ANV,12676,KGX,2
0.00,0.00,18.00,7N,10313,ANV,12676,KGX,3
0.00,0.00,18.00,7N,10313,ANV,12676,KGX,5
0.00,0.00,18.00,7N,10313,ANV,12676,KGX,10
0.00,0.00,18.00,7N,10313,ANV,12676,KGX,12
0.00,0.00,20.00,7N,14880,SLQ,14987,SRV,1
0.00,0.00,20.00,7N,14880,SLQ,14987,SRV,2
0.00,0.00,20.00,7N,14880,SLQ,14987,SRV,3
0.00,0.00,20.00,7N,14880,SLQ,14987,SRV,5
0.00,0.00,20.00,7N,14880,SLQ,14987,SRV,10
0.00,0.00,20.00,7N,14880,SLQ,14987,SRV,12
0.00,0.00,21.00,7N,12676,KGX,14816,SHX,1
0.00,0.00,21.00,7N,12676,KGX,14816,SHX,2
0.00,0.00,21.00,7N,12676,KGX,14816,SHX,3
0.00,0.00,21.00,7N,12676,KGX,14816,SHX,5
0.00,0.00,21.00,7N,12676,KGX,14816,SHX,10
0.00,0.00,21.00,7N,12676,KGX,14816,SHX,12
0.00,0.00,26.00,7N,10304,ANI,12719,KLG,1
0.00,0.00,26.00,7N,10304,ANI,12719,KLG,2
0.00,0.00,26.00,7N,10304,ANI,12719,KLG,3
0.00,0.00,26.00,7N,10304,ANI,12719,KLG,5
0.00,0.00,26.00,7N,10304,ANI,12719,KLG,10
0.00,0.00,26.00,7N,10304,ANI,12719,KLG,12
0.00,0.00,27.00,7N,11028,CKD,14493,RDV,1
0.00,0.00,27.00,7N,11028,CKD,14493,RDV,2
0.00,0.00,27.00,7N,11028,CKD,14493,RDV,3
0.00,0.00,27.00,7N,11028,CKD,14493,RDV,5
0.00,0.00,27.00,7N,11028,CKD,14493,RDV,10
0.00,0.00,27.00,7N,11028,CKD,14493,RDV,12
0.00,0.00,30.00,YX,10821,BWI,11278,DCA,1
0.00,0.00,30.00,YX,10821,BWI,11278,DCA,1
0.00,0.00,34.00,7N,12087,HCR,10313,ANV,1
0.00,0.00,34.00,7N,12087,HCR,10313,ANV,2
0.00,0.00,34.00,7N,12087,HCR,10313,ANV,3
0.00,0.00,34.00,7N,12087,HCR,10313,ANV,5
0.00,0.00,34.00,7N,12087,HCR,10313,ANV,10
0.00,0.00,34.00,7N,12087,HCR,10313,ANV,12
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,1
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,2
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,3
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,4
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,5
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,6
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,7
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,8
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,9
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,10
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,11
0.00,0.00,34.00,GCH,12483,JGC,12061,HAE,12
0.00,0.00,37.00,7N,12719,KLG,14627,RSH,1
0.00,0.00,37.00,7N,12719,KLG,14627,RSH,2
0.00,0.00,37.00,7N,12719,KLG,14627,RSH,3
0.00,0.00,37.00,7N,12719,KLG,14627,RSH,5
0.00,0.00,37.00,7N,12719,KLG,14627,RSH,10
0.00,0.00,37.00,7N,12719,KLG,14627,RSH,12
0.00,0.00,42.00,7H,10299,ANC,14013,PAQ,6
0.00,0.00,42.00,7N,10996,CHU,11028,CKD,1
0.00,0.00,42.00,7N,10996,CHU,11028,CKD,2
0.00,0.00,42.00,7N,10996,CHU,11028,CKD,3
0.00,0.00,42.00,7N,10996,CHU,11028,CKD,5
0.00,0.00,42.00,7N,10996,CHU,11028,CKD,10
0.00,0.00,42.00,7N,10996,CHU,11028,CKD,12
0.00,0.00,43.00,7N,10304,ANI,12087,HCR,1
0.00,0.00,43.00,7N,10304,ANI,12087,HCR,2
0.00,0.00,43.00,7N,10304,ANI,12087,HCR,3
0.00,0.00,43.00,7N,10304,ANI,12087,HCR,5
0.00,0.00,43.00,7N,10304,ANI,12087,HCR,10
0.00,0.00,43.00,7N,10304,ANI,12087,HCR,12
0.00,0.00,46.00,KO,15012,STG,14919,SNP,4
0.00,0.00,46.00,MQ,11067,CMI,10685,BMI,1
0.00,0.00,60.00,7N,14627,RSH,10304,ANI,1
0.00,0.00,60.00,7N,14627,RSH,10304,ANI,2
0.00,0.00,60.00,7N,14627,RSH,10304,ANI,3
0.00,0.00,60.00,7N,14627,RSH,10304,ANI,5
0.00,0.00,60.00,7N,14627,RSH,10304,ANI,10
0.00,0.00,60.00,7N,14627,RSH,10304,ANI,12
0.00,0.00,62.00,MQ,13076,LSE,14633,RST,1
0.00,0.00,62.00,MQ,14633,RST,13076,LSE,1
0.00,0.00,63.00,7H,11550,EMK,12807,KSM,3
0.00,0.00,64.00,7H,11555,ENA,12184,HOM,11
0.00,0.00,65.00,MQ,13495,MSY,10781,BTR,1
0.00,0.00,66.00,US,10529,BDL,14307,PVD,1
0.00,0.00,66.00,US,14307,PVD,10529,BDL,1
0.00,0.00,67.00,KO,11336,DLG,15293,TOG,4
0.00,0.00,67.00,KO,11336,DLG,15293,TOG,5
0.00,0.00,71.00,KO,10245,AKN,11336,DLG,4
0.00,0.00,71.00,KO,10245,AKN,11336,DLG,5
0.00,0.00,71.00,KO,11336,DLG,10245,AKN,5
0.00,0.00,72.00,RP,11066,CMH,11267,DAY,2
0.00,0.00,76.00,MQ,13495,MSY,11973,GPT,1
0.00,0.00,77.00,7N,14816,SHX,10304,ANI,1
0.00,0.00,77.00,7N,14816,SHX,10304,ANI,2
0.00,0.00,77.00,7N,14816,SHX,10304,ANI,3
0.00,0.00,77.00,7N,14816,SHX,10304,ANI,5
0.00,0.00,77.00,7N,14816,SHX,10304,ANI,10
0.00,0.00,77.00,7N,14816,SHX,10304,ANI,12
0.00,0.00,79.00,7N,14880,SLQ,10304,ANI,1
0.00,0.00,79.00,7N,14880,SLQ,10304,ANI,2
0.00,0.00,79.00,7N,14880,SLQ,10304,ANI,3
0.00,0.00,79.00,7N,14880,SLQ,10304,ANI,5
0.00,0.00,79.00,7N,14880,SLQ,10304,ANI,10
0.00,0.00,79.00,7N,14880,SLQ,10304,ANI,12
0.00,0.00,81.00,S5,13232,MDW,13342,MKE,3
0.00,0.00,83.00,US,13230,MDT,14100,PHL,1
0.00,0.00,83.00,YV,11057,CLT,11995,GSO,1
0.00,0.00,83.00,YV,11995,GSO,11057,CLT,1
0.00,0.00,86.00,MQ,13485,MSN,11274,DBQ,1
0.00,0.00,98.00,7N,14987,SRV,10304,ANI,1
0.00,0.00,98.00,7N,14987,SRV,10304,ANI,2
0.00,0.00,98.00,7N,14987,SRV,10304,ANI,3
0.00,0.00,98.00,7N,14987,SRV,10304,ANI,5
0.00,0.00,98.00,7N,14987,SRV,10304,ANI,10
0.00,0.00,98.00,7N,14987,SRV,10304,ANI,12
0.00,0.00,103.00,MQ,13422,MOB,15624,VPS,1
0.00,0.00,104.00,RP,11003,CID,11423,DSM,4
0.00,0.00,107.00,RP,13342,MKE,11977,GRB,2
0.00,0.00,111.00,RP,15370,TUL,13851,OKC,2
0.00,0.00,117.00,MQ,13871,OMA,11423,DSM,1
0.00,0.00,119.00,US,14100,PHL,11278,DCA,2
0.00,0.00,129.00,MQ,13244,MEM,12992,LIT,1
0.00,0.00,130.00,PT,11057,CLT,14492,RDU,1
0.00,0.00,130.00,PT,14492,RDU,11057,CLT,1
0.00,0.00,134.00,YX,13277,MGM,14193,PNS,1
0.00,0.00,135.00,MQ,14683,SAT,11140,CRP,1
0.00,0.00,140.00,KO,10245,AKN,14273,PTH,4
0.00,0.00,152.00,YX,13871,OMA,13198,MCI,1
0.00,0.00,156.00,MQ,12278,ICT,13851,OKC,1
0.00,0.00,160.00,AS,10926,CDV,10299,ANC,12
0.00,0.00,164.00,KO,10170,ADQ,12321,ILI,1
0.00,0.00,164.00,KO,10170,ADQ,12321,ILI,5
0.00,0.00,168.00,US,10994,CHS,11057,CLT,2
0.00,0.00,168.00,US,11057,CLT,10994,CHS,1
0.00,0.00,168.00,US,11057,CLT,10994,CHS,2
0.00,0.00,199.00,AS,12523,JNU,15991,YAK,12
0.00,0.00,207.00,PT,11057,CLT,12124,HHH,1
0.00,0.00,207.00,PT,12124,HHH,11057,CLT,1
0.00,0.00,211.00,US,13931,ORF,14100,PHL,1
0.00,0.00,213.00,AS,15991,YAK,10926,CDV,12
0.00,0.00,221.00,PT,11057,CLT,11146,CRW,1
0.00,0.00,221.00,PT,11146,CRW,11057,CLT,1
0.00,0.00,223.00,YX,15370,TUL,13198,MCI,1
0.00,0.00,238.00,RP,14100,PHL,14307,PVD,2
0.00,0.00,238.00,RP,14307,PVD,14100,PHL,2
0.00,0.00,238.00,US,14307,PVD,14100,PHL,2
0.00,0.00,256.00,PT,11057,CLT,14524,RIC,1
0.00,0.00,256.00,PT,14524,RIC,11057,CLT,1
0.00,0.00,261.00,AS,10299,ANC,11630,FAI,12
0.00,0.00,261.00,AS,11630,FAI,10299,ANC,12
0.00,0.00,267.00,US,14100,PHL,14122,PIT,2
0.00,0.00,267.00,US,14122,PIT,14100,PHL,2
0.00,0.00,284.00,RP,11267,DAY,13342,MKE,2
0.00,0.00,284.00,YX,13342,MKE,11267,DAY,1
0.00,0.00,293.00,7H,15293,TOG,11550,EMK,3
0.00,0.00,311.00,RP,11423,DSM,13342,MKE,2
0.00,0.00,311.00,RP,13342,MKE,11423,DSM,2
0.00,0.00,328.00,RP,11042,CLE,13342,MKE,4
0.00,0.00,328.00,RP,13342,MKE,11042,CLE,4
0.00,0.00,336.00,RP,14492,RDU,14100,PHL,2
0.00,0.00,371.00,KO,12321,ILI,14738,SDP,5
0.00,0.00,372.00,RP,11278,DCA,13577,MYR,2
0.00,0.00,372.00,RP,13577,MYR,11278,DCA,2
0.00,0.00,387.00,KO,15293,TOG,10299,ANC,4
0.00,0.00,387.00,KO,15293,TOG,10299,ANC,5
0.00,0.00,391.00,OH,11267,DAY,11278,DCA,1
0.00,0.00,392.00,7H,10299,ANC,15478,UNK,5
0.00,0.00,392.00,7H,15478,UNK,10299,ANC,5
0.00,0.00,392.00,YX,13244,MEM,13198,MCI,1
0.00,0.00,411.00,RP,11193,CVG,11278,DCA,2
0.00,0.00,411.00,RP,11278,DCA,11193,CVG,2
0.00,0.00,424.00,KO,14273,PTH,10299,ANC,1
0.00,0.00,424.00,KO,14273,PTH,10299,ANC,5
0.00,0.00,430.00,US,11042,CLE,11057,CLT,1
0.00,0.00,430.00,US,11057,CLT,11042,CLE,1
0.00,0.00,431.00,RP,13342,MKE,14122,PIT,4
0.00,0.00,481.00,US,10135,ABE,11057,CLT,2
0.00,0.00,484.00,7H,11550,EMK,10299,ANC,3
0.00,0.00,491.00,MQ,13930,ORD,13244,MEM,1
0.00,0.00,499.00,S5,11278,DCA,12339,IND,2
0.00,0.00,499.00,S5,12339,IND,11278,DCA,2
0.00,0.00,508.00,US,15304,TPA,11057,CLT,2
0.00,0.00,522.00,MQ,13930,ORD,15919,XNA,1
0.00,0.00,526.00,US,14122,PIT,10397,ATL,2
0.00,0.00,587.00,US,14100,PHL,12339,IND,2
0.00,0.00,599.00,MQ,11057,CLT,13930,ORD,1
0.00,0.00,599.00,MQ,13930,ORD,11057,CLT,1
0.00,0.00,626.00,AS,10299,ANC,14709,SCC,12
0.00,0.00,626.00,AS,14709,SCC,10299,ANC,12
0.00,0.00,703.00,7H,14013,PAQ,10754,BRW,6
0.00,0.00,725.00,7H,10754,BRW,10299,ANC,6
0.00,0.00,740.00,MQ,12478,JFK,13930,ORD,1
0.00,0.00,740.00,MQ,13930,ORD,12478,JFK,1
0.00,0.00,742.00,US,12451,JAX,14100,PHL,2
0.00,0.00,742.00,US,14100,PHL,12451,JAX,2
0.00,0.00,913.00,US,11057,CLT,12266,IAH,1
0.00,0.00,913.00,US,12266,IAH,11057,CLT,1
0.00,0.00,936.00,US,11057,CLT,11298,DFW,1
0.00,0.00,936.00,US,11298,DFW,11057,CLT,1
0.00,0.00,951.00,US,14027,PBI,14100,PHL,2
0.00,0.00,951.00,US,14100,PHL,14027,PBI,2
0.00,0.00,951.00,US,14100,PHL,14027,PBI,2
0.00,0.00,969.00,US,11278,DCA,13495,MSY,2
0.00,0.00,992.00,US,11697,FLL,14100,PHL,2
0.00,0.00,992.00,US,14100,PHL,11697,FLL,2
0.00,0.00,992.00,US,14100,PHL,14635,RSW,2
0.00,0.00,992.00,US,14635,RSW,14100,PHL,2
0.00,0.00,1013.00,US,13303,MIA,14100,PHL,1
0.00,0.00,1013.00,US,14100,PHL,13303,MIA,1
0.00,0.00,1013.00,US,14100,PHL,13303,MIA,2
0.00,0.00,1033.00,US,10423,AUS,11057,CLT,1
0.00,0.00,1033.00,US,11057,CLT,10423,AUS,1
0.00,0.00,1054.00,US,15304,TPA,10792,BUF,2
0.00,0.00,1055.00,US,12889,LAS,11298,DFW,2
0.00,0.00,1068.00,MQ,11298,DFW,14122,PIT,1
0.00,0.00,1068.00,MQ,14122,PIT,11298,DFW,1
0.00,0.00,1107.00,US,14107,PHX,14747,SEA,1
0.00,0.00,1107.00,US,14747,SEA,14107,PHX,1
0.00,0.00,1111.00,US,15304,TPA,10529,BDL,2
0.00,0.00,1116.00,US,13487,MSP,14307,PVD,2
0.00,0.00,1148.00,CP (2),13871,OMA,12953,LGA,12
0.00,0.00,1201.00,US,14307,PVD,14635,RSW,2
0.00,0.00,1670.00,US,10140,ABQ,10821,BWI,1
1.00,0.00,0.00,2O,10170,ADQ,10170,ADQ,6
1.00,0.00,0.00,4W,11630,FAI,11630,FAI,3
1.00,0.00,0.00,4W,11630,FAI,11630,FAI,6
1.00,0.00,0.00,4W,11630,FAI,11630,FAI,6
1.00,0.00,0.00,4W,11630,FAI,11630,FAI,6
1.00,0.00,0.00,4W,11630,FAI,11630,FAI,6
1.00,0.00,0.00,4W,11630,FAI,11630,FAI,7
1.00,0.00,0.00,4W,11833,FYU,11833,FYU,7
1.00,0.00,0.00,4Y (1),10551,BET,10551,BET,4
1.00,0.00,0.00,4Y (1),10551,BET,10551,BET,5
1.00,0.00,0.00,4Y (1),10551,BET,10551,BET,8
1.00,0.00,0.00,4Y (1),10551,BET,10551,BET,10
1.00,0.00,0.00,4Y (1),10551,BET,10551,BET,12
1.00,0.00,0.00,4Y (1),10551,BET,10551,BET,12
1.00,0.00,0.00,5F,10247,AKP,10247,AKP,4
1.00,0.00,0.00,5F,11630,FAI,11630,FAI,1
1.00,0.00,0.00,5F,11630,FAI,11630,FAI,6
1.00,0.00,0.00,5F,11630,FAI,11630,FAI,7
1.00,0.00,0.00,5V,10299,ANC,10299,ANC,7
1.00,0.00,0.00,5V,11463,EAA,11463,EAA,8
1.00,0.00,0.00,5V,11555,ENA,11555,ENA,7
1.00,0.00,0.00,5V,11630,FAI,11630,FAI,1
1.00,0.00,0.00,5V,11630,FAI,11630,FAI,7
1.00,0.00,0.00,5V,15581,VEE,15581,VEE,1
1.00,0.00,0.00,5V,15581,VEE,15581,VEE,6
1.00,0.00,0.00,5Y,10299,ANC,10299,ANC,9
1.00,0.00,0.00,5Y,10994,CHS,10994,CHS,8
1.00,0.00,0.00,5Y,11298,DFW,11298,DFW,12
1.00,0.00,0.00,5Y,11375,DOV,11375,DOV,2
1.00,0.00,0.00,5Y,11375,DOV,11375,DOV,7
1.00,0.00,0.00,5Y,11375,DOV,11375,DOV,8
1.00,0.00,0.00,5Y,11375,DOV,11375,DOV,12
1.00,0.00,0.00,5Y,12173,HNL,12173,HNL,5
1.00,0.00,0.00,5Y,12173,HNL,12173,HNL,7
1.00,0.00,0.00,5Y,12217,HSV,12217,HSV,2
1.00,0.00,0.00,5Y,12266,IAH,12266,IAH,4
1.00,0.00,0.00,5Y,12478,JFK,12478,JFK,6
1.00,0.00,0.00,5Y,12478,JFK,12478,JFK,8
1.00,0.00,0.00,5Y,12892,LAX,12892,LAX,12
1.00,0.00,0.00,5Y,13303,MIA,13303,MIA,1
1.00,0.00,0.00,5Y,13303,MIA,13303,MIA,2
1.00,0.00,0.00,5Y,13303,MIA,13303,MIA,8
1.00,0.00,0.00,5Y,13303,MIA,13303,MIA,8
1.00,0.00,0.00,5Y,13303,MIA,13303,MIA,12
1.00,0.00,0.00,5Y,13930,ORD,13930,ORD,5
1.00,0.00,0.00,5Y,13930,ORD,13930,ORD,6
1.00,0.00,0.00,5Y,13930,ORD,13930,ORD,7
1.00,0.00,0.00,5Y,13930,ORD,13930,ORD,8
1.00,0.00,0.00,5Y,13930,ORD,13930,ORD,11
1.00,0.00,0.00,5Y,15045,SUU,15045,SUU,2
1.00,0.00,0.00,5Y,15842,WRI,15842,WRI,1
1.00,0.00,0.00,5Y,15842,WRI,15842,WRI,2
1.00,0.00,0.00,5Y,15842,WRI,15842,WRI,8
1.00,0.00,0.00,7N,10304,ANI,10304,ANI,7
1.00,0.00,0.00,7N,10304,ANI,10304,ANI,7
1.00,0.00,0.00,7N,10304,ANI,10304,ANI,10
1.00,0.00,0.00,7N,10304,ANI,10304,ANI,12
1.00,0.00,0.00,7S,10299,ANC,10299,ANC,12
1.00,0.00,0.00,7S,10304,ANI,10304,ANI,10
1.00,0.00,0.00,7S,10551,BET,10551,BET,3
1.00,0.00,0.00,7S,10551,BET,10551,BET,8
1.00,0.00,0.00,7S,10551,BET,10551,BET,8
1.00,0.00,0.00,7S,10551,BET,10551,BET,9
1.00,0.00,0.00,7S,10551,BET,10551,BET,11
1.00,0.00,0.00,7S,10551,BET,10551,BET,12
1.00,0.00,0.00,7S,13970,OTZ,13970,OTZ,2
1.00,0.00,0.00,7S,15478,UNK,15478,UNK,1
1.00,0.00,0.00,8D,13863,OLH,13863,OLH,7
1.00,0.00,0.00,8D,13934,ORI,13934,ORI,8
1.00,0.00,0.00,8E,10299,ANC,10299,ANC,2
1.00,0.00,0.00,8E,11844,GAL,11844,GAL,7
1.00,0.00,0.00,8E,13873,OME,13873,OME,2
1.00,0.00,0.00,8E,13873,OME,13873,OME,2
1.00,0.00,0.00,8E,13873,OME,13873,OME,4
1.00,0.00,0.00,8E,13873,OME,13873,OME,4
1.00,0.00,0.00,8E,13873,OME,13873,OME,5
1.00,0.00,0.00,8E,13873,OME,13873,OME,5
1.00,0.00,0.00,8E,13873,OME,13873,OME,5
1.00,0.00,0.00,8E,13873,OME,13873,OME,7
1.00,0.00,0.00,8E,13873,OME,13873,OME,7
1.00,0.00,0.00,8E,13873,OME,13873,OME,7
1.00,0.00,0.00,8E,13873,OME,13873,OME,9
1.00,0.00,0.00,8E,13873,OME,13873,OME,12
1.00,0.00,0.00,8E,13873,OME,13873,OME,12
1.00,0.00,0.00,8E,13970,OTZ,13970,OTZ,2
1.00,0.00,0.00,8E,13970,OTZ,13970,OTZ,5
1.00,0.00,0.00,8E,13970,OTZ,13970,OTZ,5
1.00,0.00,0.00,8E,13970,OTZ,13970,OTZ,8
1.00,0.00,0.00,8E,13970,OTZ,13970,OTZ,8
1.00,0.00,0.00,8E,15478,UNK,15478,UNK,5
1.00,0.00,0.00,8E,15785,WLK,15785,WLK,7
1.00,0.00,0.00,8V,10991,CHP,10991,CHP,5
1.00,0.00,0.00,8V,11630,FAI,11630,FAI,1
1.00,0.00,0.00,8V,11630,FAI,11630,FAI,6
1.00,0.00,0.00,8V,11630,FAI,11630,FAI,7
1.00,0.00,0.00,8V,11630,FAI,11630,FAI,9
1.00,0.00,0.00,8V,11630,FAI,11630,FAI,10
1.00,0.00,0.00,8V,11630,FAI,11630,FAI,11
1.00,0.00,0.00,9S,10299,ANC,10299,ANC,12
1.00,0.00,0.00,9S,12478,JFK,12478,JFK,1
1.00,0.00,0.00,9S,12478,JFK,12478,JFK,11
1.00,0.00,0.00,9S,13930,ORD,13930,ORD,8
1.00,0.00,0.00,AMQ,10171,ADS,10171,ADS,8
1.00,0.00,0.00,AMQ,16091,YIP,16091,YIP,10
1.00,0.00,0.00,AMQ,16091,YIP,16091,YIP,11
1.00,0.00,0.00,EM,10299,ANC,10299,ANC,3
1.00,0.00,0.00,EM,10299,ANC,10299,ANC,10
1.00,0.00,0.00,EM,10666,BLI,10666,BLI,12
1.00,0.00,0.00,EM,11588,ESD,11588,ESD,9
1.00,0.00,0.00,EM,11711,FMN,11711,FMN,1
1.00,0.00,0.00,EM,11884,GEG,11884,GEG,12
1.00,0.00,0.00,EM,12280,IDA,12280,IDA,1
1.00,0.00,0.00,EM,12819,KTN,12819,KTN,3
1.00,0.00,0.00,EM,12896,LBB,12896,LBB,6
1.00,0.00,0.00,EM,13158,MAF,13158,MAF,4
1.00,0.00,0.00,EM,13264,MFR,13264,MFR,5
1.00,0.00,0.00,EM,14054,PDT,14054,PDT,9
1.00,0.00,0.00,EM,14457,RAP,14457,RAP,1
1.00,0.00,0.00,EM,14457,RAP,14457,RAP,7
1.00,0.00,0.00,EM,14467,RBG,14467,RBG,6
1.00,0.00,0.00,EM,14489,RDM,14489,RDM,3
1.00,0.00,0.00,EM,14828,SIT,14828,SIT,1
1.00,0.00,0.00,EM,14828,SIT,14828,SIT,3
1.00,0.00,0.00,EM,14828,SIT,14828,SIT,3
1.00,0.00,0.00,EM,14828,SIT,14828,SIT,11
1.00,0.00,0.00,GFQ,10747,BRO,10747,BRO,7
1.00,0.00,0.00,GFQ,11721,FNT,11721,FNT,6
1.00,0.00,0.00,GFQ,14275,PTK,14275,PTK,6
1.00,0.00,0.00,GFQ,14275,PTK,14275,PTK,7
1.00,0.00,0.00,GFQ,14275,PTK,14275,PTK,8
1.00,0.00,0.00,H6,10299,ANC,10299,ANC,10
1.00,0.00,0.00,H6,10299,ANC,10299,ANC,10
1.00,0.00,0.00,H6,10299,ANC,10299,ANC,11
1.00,0.00,0.00,H6,10304,ANI,10304,ANI,6
1.00,0.00,0.00,H6,10304,ANI,10304,ANI,10
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,5
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,6
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,7
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,7
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,8
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,9
1.00,0.00,0.00,H6,11630,FAI,11630,FAI,11
1.00,0.00,0.00,H6,11833,FYU,11833,FYU,9
1.00,0.00,0.00,H6,11844,GAL,11844,GAL,10
1.00,0.00,0.00,H6,12615,KAL,12615,KAL,11
1.00,0.00,0.00,H6,13873,OME,13873,OME,5
1.00,0.00,0.00,H6,14013,PAQ,14013,PAQ,8
1.00,0.00,0.00,H6,15478,UNK,15478,UNK,8
1.00,0.00,0.00,H6,15581,VEE,15581,VEE,8
1.00,0.00,0.00,HB,10016,A03,10016,A03,7
1.00,0.00,0.00,J5,10204,AGN,10204,AGN,10
1.00,0.00,0.00,JW,13303,MIA,13303,MIA,1
1.00,0.00,0.00,JW,14843,SJU,14843,SJU,6
1.00,0.00,0.00,K3,16340,ZXH,16340,ZXH,9
1.00,0.00,0.00,K5,12171,HNH,12171,HNH,3
1.00,0.00,0.00,K5,12171,HNH,12171,HNH,4
1.00,0.00,0.00,K5,12175,HNS,12175,HNS,2
1.00,0.00,0.00,K5,12175,HNS,12175,HNS,11
1.00,0.00,0.00,K5,12175,HNS,12175,HNS,12
1.00,0.00,0.00,K5,12523,JNU,12523,JNU,8
1.00,0.00,0.00,K5,12523,JNU,12523,JNU,10
1.00,0.00,0.00,K5,14797,SGY,14797,SGY,7
1.00,0.00,0.00,KO,10304,ANI,10304,ANI,9
1.00,0.00,0.00,KO,10551,BET,10551,BET,6
1.00,0.00,0.00,KO,10917,CDB,10917,CDB,1
1.00,0.00,0.00,KO,10917,CDB,10917,CDB,9
1.00,0.00,0.00,KO,11445,DUT,11445,DUT,8
1.00,0.00,0.00,KO,12819,KTN,12819,KTN,12
1.00,0.00,0.00,KO,14738,SDP,14738,SDP,11
1.00,0.00,0.00,KS,10070,A57,10070,A57,5
1.00,0.00,0.00,KS,10245,AKN,10245,AKN,7
1.00,0.00,0.00,KS,10245,AKN,10245,AKN,9
1.00,0.00,0.00,KS,10245,AKN,10245,AKN,12
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,1
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,2
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,4
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,5
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,5
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,6
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,6
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,9
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,9
1.00,0.00,0.00,KS,10299,ANC,10299,ANC,11
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,1
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,3
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,5
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,7
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,7
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,8
1.00,0.00,0.00,KS,10917,CDB,10917,CDB,11
1.00,0.00,0.00,KS,11336,DLG,11336,DLG,5
1.00,0.00,0.00,KS,11336,DLG,11336,DLG,7
1.00,0.00,0.00,KS,11336,DLG,11336,DLG,7
1.00,0.00,0.00,KS,11336,DLG,11336,DLG,7
1.00,0.00,0.00,KS,11336,DLG,11336,DLG,8
1.00,0.00,0.00,KS,11336,DLG,11336,DLG,9
1.00,0.00,0.00,KS,11445,DUT,11445,DUT,1
1.00,0.00,0.00,KS,11445,DUT,11445,DUT,4
1.00,0.00,0.00,KS,11445,DUT,11445,DUT,5
1.00,0.00,0.00,KS,11445,DUT,11445,DUT,12
1.00,0.00,0.00,KS,12720,KLL,12720,KLL,6
1.00,0.00,0.00,KS,12841,KVC,12841,KVC,4
1.00,0.00,0.00,KS,13714,NNK,13714,NNK,7
1.00,0.00,0.00,KS,15293,TOG,15293,TOG,4
1.00,0.00,0.00,KS,15478,UNK,15478,UNK,4
1.00,0.00,0.00,L2,10299,ANC,10299,ANC,8
1.00,0.00,0.00,L2,10299,ANC,10299,ANC,11
1.00,0.00,0.00,L2,11630,FAI,11630,FAI,4
1.00,0.00,0.00,L3,11109,COS,11109,COS,7
